,c_isTimeseries,c_isCube,publisher,temporal,spatial,programCode,modified,keyword,contactPoint,distribution,description,bureauCode,accessLevel,title,c_isAvailable,c_isAggregate,c_valuesLink,c_groupsLink,c_examplesLink,c_tagsLink,c_variablesLink,c_geographyLink,c_dataset,vintage
ECNPROFIT2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-14 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnprofit', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Wholesale Trade: Subject Series - Misc Subjects: Gross Profit and its Components for Merchant Wholesalers for the U.S.: 2012.,,,Wholesale Trade: Subject Series - Misc Subjects: Gross Profit and its Components for Merchant Wholesalers for the U.S.: 2012,True,True,https://api.census.gov/data/2012/ecnprofit/values.json,https://api.census.gov/data/2012/ecnprofit/groups.json,https://api.census.gov/data/2012/ecnprofit/examples.json,https://api.census.gov/data/2012/ecnprofit/tags.json,https://api.census.gov/data/2012/ecnprofit/variables.json,https://api.census.gov/data/2012/ecnprofit/geography.json,"('ecnprofit',)",2012.0
ECNPURELEC2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-20 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpurelec', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Utilities: Subject Series - Misc Subjects: Cost of Purchased Electricity for Resale by Utilities for the U.S.: 2012.,,,Utilities: Subject Series - Misc Subjects: Cost of Purchased Electricity for Resale by Utilities for the U.S: 2012,True,True,https://api.census.gov/data/2012/ecnpurelec/values.json,https://api.census.gov/data/2012/ecnpurelec/groups.json,https://api.census.gov/data/2012/ecnpurelec/examples.json,https://api.census.gov/data/2012/ecnpurelec/tags.json,https://api.census.gov/data/2012/ecnpurelec/variables.json,https://api.census.gov/data/2012/ecnpurelec/geography.json,"('ecnpurelec',)",2012.0
ECNPURMODE2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-19 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnpurmode', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Transportation and Warehousing: Subject Series - Misc Subjects: Cost of Purchased Transportation by Mode of Shipping for the U.S. and States: 2012.,,,Transportation and Warehousing: Subject Series - Misc Subjects: Cost of Purchased Transportation by Mode of Shipping for the U.S. and States: 2012,True,True,https://api.census.gov/data/2012/ecnpurmode/values.json,https://api.census.gov/data/2012/ecnpurmode/groups.json,https://api.census.gov/data/2012/ecnpurmode/examples.json,https://api.census.gov/data/2012/ecnpurmode/tags.json,https://api.census.gov/data/2012/ecnpurmode/variables.json,https://api.census.gov/data/2012/ecnpurmode/geography.json,"('ecnpurmode',)",2012.0
ECNRDACQ2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-20 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnrdacq', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Management of Companies and Enterprises: Subject Series - Miscellaneous Subjects: Summary Statistics for Research and Development Acquisition for Selected Industries for the U.S.: 2012.,,,Management of Companies and Enterprises: Subject Series - Miscellaneous Subjects: Summary Statistics for Research and Development Acquisition for Selected Industries for the U.S.: 2012,True,True,https://api.census.gov/data/2012/ecnrdacq/values.json,https://api.census.gov/data/2012/ecnrdacq/groups.json,https://api.census.gov/data/2012/ecnrdacq/examples.json,https://api.census.gov/data/2012/ecnrdacq/tags.json,https://api.census.gov/data/2012/ecnrdacq/variables.json,https://api.census.gov/data/2012/ecnrdacq/geography.json,"('ecnrdacq',)",2012.0
ECNRDOFC2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-20 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnrdofc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","Management of Companies and Enterprises: Subject Series - Misc Subjects: Research and Development for Corporate, Subsidiary, and Regional Managing Offices for the U.S.: 2012.",,,"Management of Companies and Enterprises: Subject Series - Misc Subjects: Research and Development for Corporate, Subsidiary, and Regional Managing Offices for the U.S.: 2012",True,True,https://api.census.gov/data/2012/ecnrdofc/values.json,https://api.census.gov/data/2012/ecnrdofc/groups.json,https://api.census.gov/data/2012/ecnrdofc/examples.json,https://api.census.gov/data/2012/ecnrdofc/tags.json,https://api.census.gov/data/2012/ecnrdofc/variables.json,https://api.census.gov/data/2012/ecnrdofc/geography.json,"('ecnrdofc',)",2012.0
ECNSEAT2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-20 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnseat', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Accommodation and Food Services: Subject Series - Misc Subjects: Seating Capacity for the U.S. and States: 2012.,,,Accommodation and Food Services: Subject Series - Misc Subjects: Seating Capacity for the U.S. and States: 2012,True,True,https://api.census.gov/data/2012/ecnseat/values.json,https://api.census.gov/data/2012/ecnseat/groups.json,https://api.census.gov/data/2012/ecnseat/examples.json,https://api.census.gov/data/2012/ecnseat/tags.json,https://api.census.gov/data/2012/ecnseat/variables.json,https://api.census.gov/data/2012/ecnseat/geography.json,"('ecnseat',)",2012.0
ECNSIZE2012,,,U.S. Census Bureau,unidentified,,006:008,2018-08-02 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'mailto:ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnsize', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December of the census year, forms are sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.",,,2012 Economic Census - Economic Census US Economic Data by Size Category,True,True,https://api.census.gov/data/2012/ecnsize/values.json,https://api.census.gov/data/2012/ecnsize/groups.json,https://api.census.gov/data/2012/ecnsize/examples.json,https://api.census.gov/data/2012/ecnsize/tags.json,https://api.census.gov/data/2012/ecnsize/variables.json,https://api.census.gov/data/2012/ecnsize/geography.json,"('ecnsize',)",2012.0
ECNSOCIAL2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-19 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnsocial', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Social Assistance for the U.S.: 2012.,,,Health Care and Social Assistance: Subject Series - Misc Subjects: Receipts/Revenue by Type of Social Assistance for the U.S.: 2012,True,True,https://api.census.gov/data/2012/ecnsocial/values.json,https://api.census.gov/data/2012/ecnsocial/groups.json,https://api.census.gov/data/2012/ecnsocial/examples.json,https://api.census.gov/data/2012/ecnsocial/tags.json,https://api.census.gov/data/2012/ecnsocial/variables.json,https://api.census.gov/data/2012/ecnsocial/geography.json,"('ecnsocial',)",2012.0
ECNTYPE2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-05 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'mailto:ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecntype', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Mining: Geographic Area Series: Industry Statistics by Type of Operation for the State or Offshore Area: 2012.,,,Mining: Geographic Area Series: Industry Statistics by Type of Operation for the State or Offshore Area: 2012,True,True,https://api.census.gov/data/2012/ecntype/values.json,https://api.census.gov/data/2012/ecntype/groups.json,https://api.census.gov/data/2012/ecntype/examples.json,https://api.census.gov/data/2012/ecntype/tags.json,https://api.census.gov/data/2012/ecntype/variables.json,https://api.census.gov/data/2012/ecntype/geography.json,"('ecntype',)",2012.0
ECNTYPOP2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-14 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecntypop', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Wholesale Trade: Subject Series - Misc Subjects: Detailed Type of Operation for the U.S.: 2012.,,,Wholesale Trade: Subject Series - Misc Subjects: Detailed Type of Operation for the U.S.: 2012,True,True,https://api.census.gov/data/2012/ecntypop/values.json,https://api.census.gov/data/2012/ecntypop/groups.json,https://api.census.gov/data/2012/ecntypop/examples.json,https://api.census.gov/data/2012/ecntypop/tags.json,https://api.census.gov/data/2012/ecntypop/variables.json,https://api.census.gov/data/2012/ecntypop/geography.json,"('ecntypop',)",2012.0
ECNVALCON2012,,,U.S. Census Bureau,unidentified,,006:008,2018-11-05 00:00:00.0,(),"{'fn': 'Data User Outreach and Education Branch', 'hasEmail': 'ewd.outreach@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecnvalcon', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}",Construction: Summary Series: General Summary: Value of Construction Work  for Location of Construction Work by Subsectors and Industries for U.S. and States: 2012.,,,Construction: Summary Series: General Summary: Value of Construction Work  for Location of Construction Work by Subsectors and Industries for U.S. and States: 2012,True,True,https://api.census.gov/data/2012/ecnvalcon/values.json,https://api.census.gov/data/2012/ecnvalcon/groups.json,https://api.census.gov/data/2012/ecnvalcon/examples.json,https://api.census.gov/data/2012/ecnvalcon/tags.json,https://api.census.gov/data/2012/ecnvalcon/variables.json,https://api.census.gov/data/2012/ecnvalcon/geography.json,"('ecnvalcon',)",2012.0
EITSADVM3,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2019-07-17,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/advm3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,"Time Series Economic Indicators Time Series -: Advance Report on Durable Goods Manufacturers' Shipments, Inventories, and Orders",True,,https://api.census.gov/data/timeseries/eits/advm3/values.json,https://api.census.gov/data/timeseries/eits/advm3/groups.json,https://api.census.gov/data/timeseries/eits/advm3/examples.json,https://api.census.gov/data/timeseries/eits/advm3/tags.json,https://api.census.gov/data/timeseries/eits/advm3/variables.json,https://api.census.gov/data/timeseries/eits/advm3/geography.json,"('timeseries', 'eits', 'advm3')",
EITSBFS,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2019-07-17,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/bfs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Business Formation Statistics,True,,https://api.census.gov/data/timeseries/eits/bfs/values.json,https://api.census.gov/data/timeseries/eits/bfs/groups.json,https://api.census.gov/data/timeseries/eits/bfs/examples.json,https://api.census.gov/data/timeseries/eits/bfs/tags.json,https://api.census.gov/data/timeseries/eits/bfs/variables.json,https://api.census.gov/data/timeseries/eits/bfs/geography.json,"('timeseries', 'eits', 'bfs')",
EITSFTD,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/ftd', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: U.S. International Trade in Goods and Services,True,,https://api.census.gov/data/timeseries/eits/ftd/values.json,https://api.census.gov/data/timeseries/eits/ftd/groups.json,https://api.census.gov/data/timeseries/eits/ftd/examples.json,https://api.census.gov/data/timeseries/eits/ftd/tags.json,https://api.census.gov/data/timeseries/eits/ftd/variables.json,https://api.census.gov/data/timeseries/eits/ftd/geography.json,"('timeseries', 'eits', 'ftd')",
EITSHV,True,True,U.S. Census Bureau,1st Quarter 1956 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/hv', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Housing Vacancies and Homeownership,True,,https://api.census.gov/data/timeseries/eits/hv/values.json,https://api.census.gov/data/timeseries/eits/hv/groups.json,https://api.census.gov/data/timeseries/eits/hv/examples.json,https://api.census.gov/data/timeseries/eits/hv/tags.json,https://api.census.gov/data/timeseries/eits/hv/variables.json,https://api.census.gov/data/timeseries/eits/hv/geography.json,"('timeseries', 'eits', 'hv')",
EITSM3,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/m3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,"Time Series Economic Indicators Time Series -: Manufacturers Shipments, Inventories, and Orders",True,,https://api.census.gov/data/timeseries/eits/m3/values.json,https://api.census.gov/data/timeseries/eits/m3/groups.json,https://api.census.gov/data/timeseries/eits/m3/examples.json,https://api.census.gov/data/timeseries/eits/m3/tags.json,https://api.census.gov/data/timeseries/eits/m3/variables.json,https://api.census.gov/data/timeseries/eits/m3/geography.json,"('timeseries', 'eits', 'm3')",
EITSMARTS,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/marts', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Advance Monthly Sales for Retail and Food Services,True,,https://api.census.gov/data/timeseries/eits/marts/values.json,https://api.census.gov/data/timeseries/eits/marts/groups.json,https://api.census.gov/data/timeseries/eits/marts/examples.json,https://api.census.gov/data/timeseries/eits/marts/tags.json,https://api.census.gov/data/timeseries/eits/marts/variables.json,https://api.census.gov/data/timeseries/eits/marts/geography.json,"('timeseries', 'eits', 'marts')",
EITSMHS,True,True,U.S. Census Bureau,January 1959 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mhs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Manufactured Homes Survey,True,,https://api.census.gov/data/timeseries/eits/mhs/values.json,https://api.census.gov/data/timeseries/eits/mhs/groups.json,https://api.census.gov/data/timeseries/eits/mhs/examples.json,https://api.census.gov/data/timeseries/eits/mhs/tags.json,https://api.census.gov/data/timeseries/eits/mhs/variables.json,https://api.census.gov/data/timeseries/eits/mhs/geography.json,"('timeseries', 'eits', 'mhs')",
EITSMHS2,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2019-07-17,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mhs2', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Manufactured Housing Survey (2014-Present),True,,https://api.census.gov/data/timeseries/eits/mhs2/values.json,https://api.census.gov/data/timeseries/eits/mhs2/groups.json,https://api.census.gov/data/timeseries/eits/mhs2/examples.json,https://api.census.gov/data/timeseries/eits/mhs2/tags.json,https://api.census.gov/data/timeseries/eits/mhs2/variables.json,https://api.census.gov/data/timeseries/eits/mhs2/geography.json,"('timeseries', 'eits', 'mhs2')",
EITSMRTS,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mrts', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Monthly Retail Trade and Food Services,True,,https://api.census.gov/data/timeseries/eits/mrts/values.json,https://api.census.gov/data/timeseries/eits/mrts/groups.json,https://api.census.gov/data/timeseries/eits/mrts/examples.json,https://api.census.gov/data/timeseries/eits/mrts/tags.json,https://api.census.gov/data/timeseries/eits/mrts/variables.json,https://api.census.gov/data/timeseries/eits/mrts/geography.json,"('timeseries', 'eits', 'mrts')",
EITSMTIS,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mtis', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Manufacturing and Trade Inventories and Sales,True,,https://api.census.gov/data/timeseries/eits/mtis/values.json,https://api.census.gov/data/timeseries/eits/mtis/groups.json,https://api.census.gov/data/timeseries/eits/mtis/examples.json,https://api.census.gov/data/timeseries/eits/mtis/tags.json,https://api.census.gov/data/timeseries/eits/mtis/variables.json,https://api.census.gov/data/timeseries/eits/mtis/geography.json,"('timeseries', 'eits', 'mtis')",
EITSMWTS,True,True,U.S. Census Bureau,January 1992 - Current,United States,006:007,2017-02-23,(),"{'fn': 'Economic Indicators Mail List', 'hasEmail': 'econ.indicators@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mwts', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.",006:07,public,Time Series Economic Indicators Time Series -: Monthly Wholesale Trade: Sales and Inventories,True,,https://api.census.gov/data/timeseries/eits/mwts/values.json,https://api.census.gov/data/timeseries/eits/mwts/groups.json,https://api.census.gov/data/timeseries/eits/mwts/examples.json,https://api.census.gov/data/timeseries/eits/mwts/tags.json,https://api.census.gov/data/timeseries/eits/mwts/variables.json,https://api.census.gov/data/timeseries/eits/mwts/geography.json,"('timeseries', 'eits', 'mwts')",
